CRASH DATE,CRASH TIME,BOROUGH,ZIP CODE,LATITUDE,LONGITUDE,LOCATION,ON STREET NAME,CROSS STREET NAME,OFF STREET NAME,NUMBER OF PERSONS INJURED,NUMBER OF PERSONS KILLED,NUMBER OF PEDESTRIANS INJURED,NUMBER OF PEDESTRIANS KILLED,NUMBER OF CYCLIST INJURED,NUMBER OF CYCLIST KILLED,NUMBER OF MOTORIST INJURED,NUMBER OF MOTORIST KILLED,CONTRIBUTING FACTOR VEHICLE 1,CONTRIBUTING FACTOR VEHICLE 2,CONTRIBUTING FACTOR VEHICLE 3,CONTRIBUTING FACTOR VEHICLE 4,CONTRIBUTING FACTOR VEHICLE 5,COLLISION_ID,VEHICLE TYPE CODE 1,VEHICLE TYPE CODE 2,VEHICLE TYPE CODE 3,VEHICLE TYPE CODE 4,VEHICLE TYPE CODE 5
2023-06-13,13:30,MANHATTAN,10032,40.837906,-73.93835,"(40.837906, -73.93835)",WEST 165 STREET,AMSTERDAM AVENUE,,0.0,0.0,0,0,0,0,0,0,Unspecified,Unspecified,,,,4637547,Sedan,Bike,,,
2025-03-05,9:10,BROOKLYN,11226,40.650387,-73.95871,"(40.650387, -73.95871)",FLATBUSH AVE,CHURCH AVE,,0.0,0.0,0,0,0,0,0,0,Passing or Lane Usage Improper,Unspecified,,,,4796648,Sedan,,,,
2019-03-30,7:00,QUEENS,11434,40.684277,-73.78302,"(40.684277, -73.78302)",BREWER BOULEVARD                ,FOCH BOULEVARD,,0.0,0.0,0,0,0,0,0,0,Alcohol Involvement,Unspecified,,,,4105828,Station Wagon/Sport Utility Vehicle,Sedan,,,
2015-11-09,8:15,,,40.740095,-73.8998482,"(40.740095, -73.8998482)",,,,0.0,0.0,0,0,0,0,0,0,Unspecified,Unspecified,,,,3331301,TAXI,PASSENGER VEHICLE,,,
2024-12-01,9:06,QUEENS,11373,40.747105,-73.88654,"(40.747105, -73.88654)",,,40-03     79 ST,0.0,0.0,0,0,0,0,0,0,Turning Improperly,Unspecified,,,,4775567,Sedan,,,,
2019-01-13,12:00,MANHATTAN,10001,40.747894,-73.989174,"(40.747894, -73.989174)",WEST 31 STREET                  ,AVENUE OF THE AMERICAS,,0.0,0.0,0,0,0,0,0,0,Unspecified,Unspecified,,,,4057775,Sedan,Station Wagon/Sport Utility Vehicle,,,
2013-02-17,19:45,MANHATTAN,10002,40.7142086,-73.9948417,"(40.7142086, -73.9948417)",DIVISION STREET                 ,MARKET STREET                   ,,1.0,0.0,1,0,0,0,0,0,Driver Inattention/Distraction,,,,,6853,SPORT UTILITY / STATION WAGON,,,,
2018-03-13,14:50,BROOKLYN,11237,40.70654,-73.92515,"(40.70654, -73.92515)",FLUSHING AVENUE                 ,STEWART AVENUE,,0.0,0.0,0,0,0,0,0,0,Turning Improperly,Unspecified,,,,3861854,Pick-up Truck,Station Wagon/Sport Utility Vehicle,,,
2019-10-11,20:33,BRONX,10473,40.818882,-73.87012,"(40.818882, -73.87012)",,,720       METCALF AVENUE                ,2.0,0.0,0,0,0,0,2,0,Unspecified,Unspecified,,,,4222682,Sedan,Sedan,,,
2013-01-10,8:15,QUEENS,11375,40.725628,-73.8458442,"(40.725628, -73.8458442)",68 DRIVE                        ,108 STREET                      ,,1.0,0.0,1,0,0,0,0,0,Unspecified,,,,,265306,PASSENGER VEHICLE,,,,
2015-05-27,17:35,BROOKLYN,11201,40.7022318,-73.9811737,"(40.7022318, -73.9811737)",FRONT STREET                    ,HUDSON AVENUE                   ,,0.0,0.0,0,0,0,0,0,0,Unspecified,,,,,3229158,OTHER,PASSENGER VEHICLE,,,
2018-12-29,16:00,BRONX,10475,40.869335,-73.8255,"(40.869335, -73.8255)",,,2100      BARTOW AVENUE                 ,0.0,0.0,0,0,0,0,0,0,Unspecified,,,,,4054370,Sedan,,,,
2016-12-19,12:55,,,40.637745,-74.07603,"(40.637745, -74.07603)",BAY STREET                      ,VICTORY BOULEVARD,,0.0,0.0,0,0,0,0,0,0,Passing or Lane Usage Improper,Passing or Lane Usage Improper,,,,3583877,Sedan,Sedan,,,
2015-03-07,5:25,QUEENS,11103,40.7563466,-73.9134116,"(40.7563466, -73.9134116)",BROADWAY                        ,47 STREET                       ,,3.0,0.0,0,0,0,0,3,0,Unspecified,Unspecified,Unspecified,Unspecified,,3182235,TAXI,SPORT UTILITY / STATION WAGON,SPORT UTILITY / STATION WAGON,PASSENGER VEHICLE,
2019-11-18,0:32,BROOKLYN,11230,,,,OCEAN PARKWAY                   ,18 AVENUE,,0.0,0.0,0,0,0,0,0,0,Driver Inattention/Distraction,Driver Inattention/Distraction,,,,4243765,Sedan,Station Wagon/Sport Utility Vehicle,,,
2017-10-20,19:45,MANHATTAN,10011,40.74044,-73.9946,"(40.74044, -73.9946)",AVENUE OF THE AMERICAS          ,WEST 19 STREET,,0.0,0.0,0,0,0,0,0,0,Passing Too Closely,Unspecified,,,,3779785,Box Truck,Sedan,,,
2022-02-11,10:10,BROOKLYN,11210,40.633995,-73.94778,"(40.633995, -73.94778)",GLENWOOD ROAD,NOSTRAND AVENUE,,0.0,0.0,0,0,0,0,0,0,Driver Inattention/Distraction,Unspecified,,,,4502106,Bus,Bus,,,
2021-04-03,14:11,BROOKLYN,11226,40.649605,-73.96509,"(40.649605, -73.96509)",,,42        EAST 16 STREET                ,0.0,0.0,0,0,0,0,0,0,Unspecified,,,,,4405317,Sedan,,,,
2015-11-15,4:00,,,40.767373,-73.9500574,"(40.767373, -73.9500574)",,,,0.0,0.0,0,0,0,0,0,0,Other Vehicular,Other Vehicular,,,,3334709,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
2014-08-22,12:45,QUEENS,11421,40.6963077,-73.8515486,"(40.6963077, -73.8515486)",94 STREET                       ,85 ROAD                         ,,0.0,0.0,0,0,0,0,0,0,Unspecified,,,,,1013179,SPORT UTILITY / STATION WAGON,UNKNOWN,,,
2025-03-17,22:15,BROOKLYN,11226,40.650806,-73.94957,"(40.650806, -73.94957)",CHURCH AVE,NOSTRAND AVE,,1.0,0.0,0,0,1,0,0,0,Pedestrian/Bicyclist/Other Pedestrian Error/Confusion,Unspecified,,,,4799858,Station Wagon/Sport Utility Vehicle,Bike,,,
2015-09-12,17:15,QUEENS,11413,40.6837337,-73.7512584,"(40.6837337, -73.7512584)",131 AVENUE                      ,SPRINGFIELD BOULEVARD           ,,0.0,0.0,0,0,0,0,0,0,Unspecified,Unspecified,,,,3295916,PASSENGER VEHICLE,UNKNOWN,,,
2016-06-22,19:20,BROOKLYN,11201,40.68545,-73.994415,"(40.68545, -73.994415)",COURT STREET                    ,KANE STREET,,0.0,0.0,0,0,0,0,0,0,Following Too Closely,Following Too Closely,,,,3468223,4 dr sedan,4 dr sedan,,,
2014-09-29,15:25,BRONX,10457,40.8387077,-73.909882,"(40.8387077, -73.909882)",EAST 171 STREET                 ,COLLEGE AVENUE                  ,,0.0,0.0,0,0,0,0,0,0,Traffic Control Disregarded,Traffic Control Disregarded,,,,1031681,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
2025-06-02,13:32,MANHATTAN,10027,40.810715,-73.96011,"(40.810715, -73.96011)",,,519       W 121 ST,0.0,0.0,0,0,0,0,0,0,Unspecified,,,,,4818931,Station Wagon/Sport Utility Vehicle,,,,
2013-12-03,15:00,QUEENS,11432,40.7063611,-73.7925261,"(40.7063611, -73.7925261)",JAMAICA AVENUE                  ,168 STREET                      ,,0.0,0.0,0,0,0,0,0,0,Prescription Medication,Unspecified,,,,212363,TAXI,PASSENGER VEHICLE,,,
2018-01-22,21:30,MANHATTAN,10001,40.745514,-73.989296,"(40.745514, -73.989296)",,,38        WEST 28 STREET                ,0.0,0.0,0,0,0,0,0,0,Driver Inattention/Distraction,Unspecified,,,,3834775,Sedan,,,,
2015-11-15,0:54,MANHATTAN,10013,40.7233076,-74.00298,"(40.7233076, -74.00298)",BROOME STREET                   ,WEST BROADWAY                   ,,1.0,0.0,0,0,0,0,1,0,Unspecified,Unspecified,,,,3334609,MOTORCYCLE,LIVERY VEHICLE,,,
2015-03-18,15:00,MANHATTAN,10010,40.7367906,-73.9784973,"(40.7367906, -73.9784973)",EAST 23 STREET                  ,1 AVENUE                        ,,0.0,0.0,0,0,0,0,0,0,Fatigued/Drowsy,Unspecified,,,,3189082,PASSENGER VEHICLE,UNKNOWN,,,
2013-03-22,10:50,QUEENS,11367,40.725337,-73.8211348,"(40.725337, -73.8211348)",MAIN STREET                     ,72 DRIVE                        ,,1.0,0.0,1,0,0,0,0,0,Unspecified,,,,,235301,PASSENGER VEHICLE,,,,
2019-06-26,16:30,,,40.71699,-73.82402,"(40.71699, -73.82402)",GRAND CENTRAL PKWY              ,,,0.0,0.0,0,0,0,0,0,0,Driver Inattention/Distraction,Unspecified,,,,4159413,Station Wagon/Sport Utility Vehicle,Sedan,,,
2015-11-17,21:39,MANHATTAN,10017,40.7542505,-73.9689773,"(40.7542505, -73.9689773)",EAST 49 STREET                  ,2 AVENUE                        ,,1.0,0.0,1,0,0,0,0,0,Failure to Yield Right-of-Way,,,,,3336602,PASSENGER VEHICLE,,,,
2016-04-30,10:00,BROOKLYN,11237,,,,WYCKOFF AVENUE                  ,FLUSHING AVENUE,,0.0,0.0,0,0,0,0,0,0,Turning Improperly,Passing or Lane Usage Improper,,,,3435138,4 dr sedan,Minicycle,,,
2024-02-29,15:10,,,,,,LONG ISLAND EXPRESSWAY,69 STREET,,1.0,0.0,0,0,0,0,1,0,Following Too Closely,Unspecified,,,,4707682,Station Wagon/Sport Utility Vehicle,,,,
2017-07-28,22:24,,,40.80405,-73.91737,"(40.80405, -73.91737)",MAJOR DEEGAN EXPRESSWAY         ,,,0.0,0.0,0,0,0,0,0,0,Other Vehicular,Other Vehicular,,,,3721372,Sedan,Station Wagon/Sport Utility Vehicle,,,
2020-12-14,23:42,,,40.606247,-73.97645,"(40.606247, -73.97645)",,,WEST 3 STREET                           ,0.0,0.0,0,0,0,0,0,0,Passing Too Closely,Unspecified,,,,4377760,Station Wagon/Sport Utility Vehicle,Sedan,,,
2023-04-28,16:30,BRONX,10474,40.817352,-73.88339,"(40.817352, -73.88339)",LAFAYETTE AVENUE,EDGEWATER ROAD,,0.0,0.0,0,0,0,0,0,0,Brakes Defective,Unspecified,,,,4625691,Station Wagon/Sport Utility Vehicle,Sedan,,,
2017-03-10,10:55,BROOKLYN,11206,40.706738,-73.94955,"(40.706738, -73.94955)",,,17        MONTROSE AVENUE               ,0.0,0.0,0,0,0,0,0,0,Other Vehicular,Following Too Closely,,,,3629422,Sedan,Pick-up Truck,,,
2015-02-17,9:20,BROOKLYN,11223,40.5943649,-73.9608887,"(40.5943649, -73.9608887)",CONEY ISLAND AVENUE             ,GRAVESEND NECK ROAD             ,,0.0,0.0,0,0,0,0,0,0,Unspecified,Unspecified,,,,3170765,VAN,PASSENGER VEHICLE,,,
2015-02-27,17:56,,,,,,RICHMOND AVENUE                 ,DRAPER PLACE                    ,,0.0,0.0,0,0,0,0,0,0,Unspecified,Unspecified,,,,3177477,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
2022-10-04,11:30,,,,,,GOWANUS EXPY (BQE),,,0.0,0.0,0,0,0,0,0,0,Failure to Yield Right-of-Way,Unspecified,,,,4570966,Van,Box Truck,,,
2018-02-14,17:10,,,40.730934,-73.873825,"(40.730934, -73.873825)",LONG ISLAND EXPRESSWAY          ,,,0.0,0.0,0,0,0,0,0,0,Following Too Closely,Unspecified,,,,3846142,Sedan,Sedan,,,
2017-12-20,17:20,BROOKLYN,11226,40.65319,-73.96622,"(40.65319, -73.96622)",PARKSIDE AVENUE                 ,PARADE PLACE,,0.0,0.0,0,0,0,0,0,0,Failure to Yield Right-of-Way,Unspecified,,,,3813607,Station Wagon/Sport Utility Vehicle,Sedan,,,
2015-07-14,13:20,,,40.7492864,-73.7566341,"(40.7492864, -73.7566341)",,,,0.0,0.0,0,0,0,0,0,0,,,,,,3258349,PASSENGER VEHICLE,PICK-UP TRUCK,,,
2019-03-30,20:20,,,40.788315,-73.97651,"(40.788315, -73.97651)",BROADWAY                        ,,,0.0,0.0,0,0,0,0,0,0,Steering Failure,Unspecified,,,,4106198,Sedan,Sedan,,,
2025-02-11,22:16,QUEENS,11368,40.746883,-73.86344,"(40.746883, -73.86344)",,,101-06    43 AVE,0.0,0.0,0,0,0,0,0,0,Driver Inattention/Distraction,Unspecified,,,,4792643,Sedan,Sedan,,,
2013-03-09,16:00,BRONX,10469,40.8676984,-73.8567194,"(40.8676984, -73.8567194)",LURTING AVENUE                  ,ARNOW AVENUE                    ,,0.0,0.0,0,0,0,0,0,0,Unspecified,Unspecified,,,,96915,PASSENGER VEHICLE,SPORT UTILITY / STATION WAGON,,,
2021-04-18,21:25,,,,,,BROOKLYN QUEENS EXPRESSWAY RAMP,,,1.0,0.0,0,0,0,0,1,0,Following Too Closely,Unspecified,,,,4409874,Sedan,Station Wagon/Sport Utility Vehicle,,,
2018-06-08,14:15,MANHATTAN,10019,40.75948,-73.97748,"(40.75948, -73.97748)",,,11        WEST 51 STREET                ,0.0,0.0,0,0,0,0,0,0,Reaction to Uninvolved Vehicle,Unspecified,,,,3918968,Van,Box Truck,,,
2013-06-03,7:15,,,40.688922,-73.9991472,"(40.688922, -73.9991472)",,,,0.0,0.0,0,0,0,0,0,0,Unspecified,Unspecified,,,,2976260,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
2017-09-19,23:00,MANHATTAN,10032,40.837906,-73.93835,"(40.837906, -73.93835)",WEST 165 STREET                 ,AMSTERDAM AVENUE,,0.0,0.0,0,0,0,0,0,0,Turning Improperly,Driver Inexperience,,,,3754512,Sedan,Sedan,,,
2015-01-22,14:09,BROOKLYN,11226,40.6407075,-73.9523759,"(40.6407075, -73.9523759)",AVENUE D                        ,EAST 26 STREET                  ,,0.0,0.0,0,0,0,0,0,0,Unspecified,,,,,3157391,SPORT UTILITY / STATION WAGON,PASSENGER VEHICLE,,,
2021-04-10,21:35,BRONX,10463,40.873642,-73.90797,"(40.873642, -73.90797)",,,40        WEST 225 STREET               ,0.0,0.0,0,0,0,0,0,0,Unspecified,,,,,4406126,Station Wagon/Sport Utility Vehicle,,,,
2024-08-15,0:58,BROOKLYN,11210,40.623676,-73.937996,"(40.623676, -73.937996)",FLATBUSH AVENUE,ALTON PLACE,,3.0,0.0,0,0,0,0,3,0,Following Too Closely,Unspecified,,,,4748184,Taxi,Sedan,,,
2018-12-14,18:50,BROOKLYN,11219,40.628643,-74.005936,"(40.628643, -74.005936)",65 STREET                       ,11 AVENUE,,0.0,0.0,0,0,0,0,0,0,Backing Unsafely,Unspecified,,,,4045018,Taxi,Taxi,,,
2016-12-16,0:35,,,40.76479,-73.98429,"(40.76479, -73.98429)",WEST 54 STREET                  ,,,0.0,0.0,0,0,0,0,0,0,Driver Inattention/Distraction,Unspecified,,,,3580846,Station Wagon/Sport Utility Vehicle,Sedan,,,
2016-08-03,0:00,BRONX,10459,40.823025,-73.900246,"(40.823025, -73.900246)",,,985       PROSPECT AVENUE               ,0.0,0.0,0,0,0,0,0,0,Unspecified,Unspecified,,,,3516873,Sedan,Station Wagon/Sport Utility Vehicle,,,
2023-09-10,23:21,,,,,,THROGS NECK BRIDGE,,,0.0,0.0,0,0,0,0,0,0,Reaction to Uninvolved Vehicle,,,,,4661475,Station Wagon/Sport Utility Vehicle,,,,
2018-11-21,13:00,,,40.82482,-73.86865,"(40.82482, -73.86865)",BRUCKNER EXPRESSWAY             ,,,0.0,0.0,0,0,0,0,0,0,Driver Inattention/Distraction,Unspecified,,,,4030929,Station Wagon/Sport Utility Vehicle,Sedan,,,
2013-03-07,12:40,STATEN ISLAND,10309,40.5443089,-74.2189919,"(40.5443089, -74.2189919)",BLOOMINGDALE ROAD               ,SHIEL AVENUE                    ,,0.0,0.0,0,0,0,0,0,0,Unspecified,Unspecified,,,,302373,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
2018-01-04,10:00,BROOKLYN,11228,40.613495,-74.027214,"(40.613495, -74.027214)",,,285       DAHLGREN PLACE                ,0.0,0.0,0,0,0,0,0,0,Passing Too Closely,Unspecified,,,,3826228,Sedan,,,,
2018-03-23,12:34,,,40.75207,-73.926476,"(40.75207, -73.926476)",NORTHERN BOULEVARD              ,,,1.0,0.0,0,0,0,0,1,0,Driver Inattention/Distraction,Traffic Control Device Improper/Non-Working,,,,3868015,Taxi,Box Truck,,,
2024-03-13,11:57,,,40.84271,-73.885666,"(40.84271, -73.885666)",EAST TREMONT AVENUE,,,1.0,0.0,0,0,0,0,1,0,Driver Inattention/Distraction,Unspecified,,,,4709305,SKATEBOARD,PK,,,
2019-09-19,21:40,,,40.76462,-73.79304,"(40.76462, -73.79304)",UTOPIA PARKWAY                  ,,,0.0,0.0,0,0,0,0,0,0,Passing Too Closely,Unspecified,,,,4209554,Sedan,Station Wagon/Sport Utility Vehicle,,,
2013-06-24,17:20,,,,,,EAST 135 STREET                 ,LINCOLN AVENUE                  ,,0.0,0.0,0,0,0,0,0,0,Unspecified,Unspecified,,,,74669,LARGE COM VEH(6 OR MORE TIRES),PASSENGER VEHICLE,,,
2017-11-28,7:20,,,40.610508,-74.09576,"(40.610508, -74.09576)",,,,0.0,0.0,0,0,0,0,0,0,Driver Inattention/Distraction,Unspecified,,,,3799518,Station Wagon/Sport Utility Vehicle,Sedan,,,
2024-05-07,8:25,,,40.6532,-74.005585,"(40.6532, -74.005585)",38 STREET,,,0.0,0.0,0,0,0,0,0,0,Brakes Defective,Unspecified,,,,4722671,Dump,Station Wagon/Sport Utility Vehicle,,,
2013-03-24,8:55,MANHATTAN,10013,40.7184302,-74.0005303,"(40.7184302, -74.0005303)",LAFAYETTE STREET                ,CANAL STREET                    ,,0.0,0.0,0,0,0,0,0,0,Driver Inattention/Distraction,Driver Inattention/Distraction,,,,7048,BUS,PASSENGER VEHICLE,,,
2013-06-15,16:20,BRONX,10470,40.9001385,-73.8711839,"(40.9001385, -73.8711839)",VAN CORTLANDT PARK EAST         ,EAST 239 STREET                 ,,0.0,0.0,0,0,0,0,0,0,Unspecified,Unspecified,,,,97733,SPORT UTILITY / STATION WAGON,SPORT UTILITY / STATION WAGON,,,
2021-08-08,0:40,,,40.73949,-73.8369,"(40.73949, -73.8369)",VAN WYCK EXPWY,,,1.0,0.0,0,0,0,0,1,0,Passing or Lane Usage Improper,Unspecified,,,,4445488,Sedan,Sedan,,,
2020-04-11,14:36,BROOKLYN,11203,40.65327,-73.93054,"(40.65327, -73.93054)",,,807       UTICA AVENUE                  ,0.0,0.0,0,0,0,0,0,0,Driver Inattention/Distraction,Unspecified,,,,4308551,Station Wagon/Sport Utility Vehicle,Sedan,,,
2023-03-20,11:13,MANHATTAN,10003,40.73403,-73.995056,"(40.73403, -73.995056)",5 AVENUE,EAST 11 STREET,,0.0,0.0,0,0,0,0,0,0,Backing Unsafely,Unspecified,,,,4614182,Box Truck,Sedan,,,
2018-04-18,12:45,,,40.815327,-73.93576,"(40.815327, -73.93576)",WEST 139 STREET                 ,,,0.0,0.0,0,0,0,0,0,0,Unspecified,Unspecified,,,,3884553,e-350,Bus,,,
2015-04-20,13:00,MANHATTAN,10028,40.7789457,-73.962304,"(40.7789457, -73.962304)",EAST 82 STREET                  ,5 AVENUE                        ,,0.0,0.0,0,0,0,0,0,0,Other Vehicular,Driver Inattention/Distraction,,,,3205677,LARGE COM VEH(6 OR MORE TIRES),FIRE TRUCK,,,
2015-12-15,1:34,MANHATTAN,10065,40.7666672,-73.9670654,"(40.7666672, -73.9670654)",EAST 65 STREET                  ,PARK AVENUE                     ,,0.0,0.0,0,0,0,0,0,0,Unspecified,Unspecified,,,,3353196,TAXI,LIVERY VEHICLE,,,
2023-01-12,19:20,,,40.574802,-73.97353,"(40.574802, -73.97353)",SURF AVENUE,WEST 5 STREET,,1.0,0.0,0,0,1,0,0,0,Turning Improperly,Unspecified,,,,4597789,Station Wagon/Sport Utility Vehicle,Bike,,,
2013-06-04,8:55,QUEENS,11355,40.7547214,-73.817035,"(40.7547214, -73.817035)",BURLING STREET                  ,45 AVENUE                       ,,0.0,0.0,0,0,0,0,0,0,Unspecified,,,,,250624,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
2014-10-08,19:42,BRONX,10466,40.8879349,-73.828484,"(40.8879349, -73.828484)",LIGHT STREET                    ,PROVOST AVENUE                  ,,0.0,0.0,0,0,0,0,0,0,Unspecified,Unspecified,,,,1036222,SPORT UTILITY / STATION WAGON,PASSENGER VEHICLE,,,
2022-02-06,10:30,BRONX,10467,40.874733,-73.8739,"(40.874733, -73.8739)",,,3225      PARKSIDE PLACE,0.0,0.0,0,0,0,0,0,0,Unspecified,,,,,4500580,Station Wagon/Sport Utility Vehicle,,,,
2014-04-13,11:43,,,,,,104 AVENUE                      ,FARMERS BOULEVARD               ,,0.0,0.0,0,0,0,0,0,0,Failure to Keep Right,Other Vehicular,Unspecified,,,319841,SPORT UTILITY / STATION WAGON,UNKNOWN,PASSENGER VEHICLE,,
2023-03-30,16:02,MANHATTAN,10036,40.75866,-73.98875,"(40.75866, -73.98875)",,,700       8 AVENUE,6.0,0.0,0,0,0,0,6,0,Following Too Closely,Following Too Closely,Unspecified,,,4619343,Station Wagon/Sport Utility Vehicle,Sedan,Station Wagon/Sport Utility Vehicle,,
2018-02-10,15:30,BRONX,10466,40.896687,-73.84511,"(40.896687, -73.84511)",BAYCHESTER AVENUE               ,PITMAN AVENUE,,1.0,0.0,0,0,0,0,1,0,Driver Inattention/Distraction,Driver Inattention/Distraction,,,,3844019,Station Wagon/Sport Utility Vehicle,Sedan,,,
2017-06-05,11:50,,,40.763245,-73.75806,"(40.763245, -73.75806)",CROSS ISLAND PARKWAY            ,,,0.0,0.0,0,0,0,0,0,0,Driver Inattention/Distraction,Driver Inattention/Distraction,,,,3684371,Station Wagon/Sport Utility Vehicle,Sedan,,,
2016-11-11,18:00,,,,,,STATEN ISLAND EXPRESSWAY        ,,,0.0,0.0,0,0,0,0,0,0,Driver Inattention/Distraction,Unspecified,,,,3558581,Station Wagon/Sport Utility Vehicle,Sedan,,,
2018-03-10,19:30,QUEENS,11361,40.761215,-73.7708,"(40.761215, -73.7708)",43 AVENUE                       ,213 STREET,,2.0,0.0,0,0,0,0,2,0,Driver Inattention/Distraction,Unspecified,,,,3860549,Sedan,Station Wagon/Sport Utility Vehicle,,,
2019-09-29,16:07,QUEENS,11379,40.721638,-73.86987,"(40.721638, -73.86987)",PENELOPE AVENUE                 ,84 STREET,,0.0,0.0,0,0,0,0,0,0,Unspecified,Unspecified,,,,4214707,Sedan,Station Wagon/Sport Utility Vehicle,,,
2018-07-16,10:15,QUEENS,11385,40.700665,-73.8961,"(40.700665, -73.8961)",DECATUR STREET                  ,MYRTLE AVENUE,,0.0,0.0,0,0,0,0,0,0,Backing Unsafely,Unspecified,,,,3943097,Taxi,Station Wagon/Sport Utility Vehicle,,,
2016-10-31,16:20,,,,,,,,,1.0,0.0,0,0,0,0,1,0,Traffic Control Disregarded,Traffic Control Disregarded,,,,3551668,Sedan,Station Wagon/Sport Utility Vehicle,,,
2014-05-03,16:20,MANHATTAN,10001,40.7460363,-73.9885921,"(40.7460363, -73.9885921)",WEST 29 STREET                  ,BROADWAY                        ,,0.0,0.0,0,0,0,0,0,0,Unspecified,Unspecified,,,,329224,PASSENGER VEHICLE,SPORT UTILITY / STATION WAGON,,,
2015-12-14,18:40,BROOKLYN,11220,40.6313023,-74.0103291,"(40.6313023, -74.0103291)",65 STREET                       ,9 AVENUE                        ,,0.0,0.0,0,0,0,0,0,0,Unspecified,Unspecified,,,,3353455,PASSENGER VEHICLE,PICK-UP TRUCK,,,
2020-01-18,16:48,BRONX,10472,40.83008,-73.85377,"(40.83008, -73.85377)",HAVILAND AVENUE                 ,OLMSTEAD AVENUE,,0.0,0.0,0,0,0,0,0,0,Unspecified,Unspecified,,,,4276050,Sedan,Station Wagon/Sport Utility Vehicle,,,
2017-05-26,16:54,STATEN ISLAND,10306,40.56572,-74.129425,"(40.56572, -74.129425)",AMBOY ROAD                      ,CEDARVIEW AVENUE,,1.0,0.0,0,0,0,0,1,0,Failure to Yield Right-of-Way,Unspecified,,,,3678799,Sedan,Station Wagon/Sport Utility Vehicle,,,
2018-10-24,8:36,STATEN ISLAND,10305,40.598553,-74.07968,"(40.598553, -74.07968)",HYLAN BOULEVARD                 ,LAMPORT BOULEVARD,,1.0,0.0,0,0,0,0,1,0,Following Too Closely,Unspecified,,,,4006484,Sedan,Dump,,,
2018-04-24,9:13,,,40.770256,-73.91586,"(40.770256, -73.91586)",33 STREET                       ,ASTORIA BOULEVARD,,0.0,0.0,0,0,0,0,0,0,Passing or Lane Usage Improper,Unspecified,,,,3887948,Station Wagon/Sport Utility Vehicle,Station Wagon/Sport Utility Vehicle,,,
2017-03-03,14:30,,,40.756557,-73.97444,"(40.756557, -73.97444)",PARK AVENUE                     ,,,0.0,0.0,0,0,0,0,0,0,Unsafe Lane Changing,Unsafe Lane Changing,,,,3626747,Taxi,Taxi,,,
2022-07-10,12:05,BRONX,10474,40.814438,-73.89308,"(40.814438, -73.89308)",LONGWOOD AVENUE,BARRY STREET,,0.0,0.0,0,0,0,0,0,0,Unsafe Speed,Unspecified,,,,4545662,Box Truck,,,,
2014-08-25,21:00,BROOKLYN,11223,40.5969788,-73.9732382,"(40.5969788, -73.9732382)",AVENUE U                        ,MC DONALD AVENUE                ,,0.0,0.0,0,0,0,0,0,0,Unspecified,Unspecified,,,,1014472,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
2015-08-03,5:40,MANHATTAN,10011,40.7373607,-73.996839,"(40.7373607, -73.996839)",WEST 14 STREET                  ,6 AVENUE                        ,,0.0,0.0,0,0,0,0,0,0,Pavement Slippery,Unspecified,Unspecified,,,3270043,PASSENGER VEHICLE,LIVERY VEHICLE,SPORT UTILITY / STATION WAGON,,
2017-07-17,21:15,,,40.77929,-73.98114,"(40.77929, -73.98114)",AMSTERDAM AVENUE                ,,,0.0,0.0,0,0,0,0,0,0,Unsafe Lane Changing,Unspecified,,,,3713229,Taxi,Taxi,,,
2017-08-12,0:00,MANHATTAN,10003,40.729977,-73.99407,"(40.729977, -73.99407)",MERCER STREET                   ,WAVERLY PLACE,,0.0,0.0,0,0,0,0,0,0,Passing Too Closely,Unspecified,,,,3734979,Garbage or Refuse,Sedan,,,
2022-08-04,14:30,BRONX,10469,40.860893,-73.84321,"(40.860893, -73.84321)",EASTCHESTER ROAD,WARING AVENUE,,1.0,0.0,0,0,0,0,1,0,Turning Improperly,Unspecified,,,,4552289,Station Wagon/Sport Utility Vehicle,Station Wagon/Sport Utility Vehicle,,,
2019-07-09,16:06,BRONX,10468,40.87407,-73.901665,"(40.87407, -73.901665)",,,2857      SEDGWICK AVENUE               ,0.0,0.0,0,0,0,0,0,0,Driver Inattention/Distraction,Driver Inattention/Distraction,,,,4168645,Sedan,Station Wagon/Sport Utility Vehicle,,,
2019-07-11,9:07,MANHATTAN,10029,40.79157,-73.94678,"(40.79157, -73.94678)",LEXINGTON AVENUE                ,EAST 105 STREET,,0.0,0.0,0,0,0,0,0,0,Other Vehicular,Other Vehicular,,,,4168133,Sedan,Station Wagon/Sport Utility Vehicle,,,
2022-05-07,14:05,STATEN ISLAND,10301,40.634697,-74.10552,"(40.634697, -74.10552)",CASTLETON AVENUE,HOYT AVENUE,,0.0,0.0,0,0,0,0,0,0,Driver Inattention/Distraction,Unspecified,,,,4526465,Station Wagon/Sport Utility Vehicle,,,,
